sample_id,split,patch_id,origin,x,y,width,height,weed_pixels,is_empty
DJI_DateTime_2024_06_04_09_24_0176_lat_10.3014159_lon_105.2724334_alt_20.217m,train,DJI_DateTime_2024_06_04_09_24_0176_lat_10.3014159_lon_105.2724334_alt_20.217m__p001,DJI_DateTime_2024_06_04_09_24_0176_lat_10.3014159_lon_105.2724334_alt_20.217m,640,0,640,480,24689,0
DJI_DateTime_2024_06_04_09_24_0176_lat_10.3014159_lon_105.2724334_alt_20.217m,train,DJI_DateTime_2024_06_04_09_24_0176_lat_10.3014159_lon_105.2724334_alt_20.217m__p002,DJI_DateTime_2024_06_04_09_24_0176_lat_10.3014159_lon_105.2724334_alt_20.217m,0,480,640,480,89912,0
DJI_DateTime_2024_06_04_09_24_0176_lat_10.3014159_lon_105.2724334_alt_20.217m,train,DJI_DateTime_2024_06_04_09_24_0176_lat_10.3014159_lon_105.2724334_alt_20.217m__p003,DJI_DateTime_2024_06_04_09_24_0176_lat_10.3014159_lon_105.2724334_alt_20.217m,640,480,640,480,52833,0
DJI_DateTime_2024_06_04_09_24_0177_lat_10.3013684_lon_105.2724650_alt_20.185m,train,DJI_DateTime_2024_06_04_09_24_0177_lat_10.3013684_lon_105.2724650_alt_20.185m__p000,DJI_DateTime_2024_06_04_09_24_0177_lat_10.3013684_lon_105.2724650_alt_20.185m,0,0,640,480,45208,0
DJI_DateTime_2024_06_04_09_24_0177_lat_10.3013684_lon_105.2724650_alt_20.185m,train,DJI_DateTime_2024_06_04_09_24_0177_lat_10.3013684_lon_105.2724650_alt_20.185m__p001,DJI_DateTime_2024_06_04_09_24_0177_lat_10.3013684_lon_105.2724650_alt_20.185m,640,0,640,480,22933,0
DJI_DateTime_2024_06_04_09_24_0177_lat_10.3013684_lon_105.2724650_alt_20.185m,train,DJI_DateTime_2024_06_04_09_24_0177_lat_10.3013684_lon_105.2724650_alt_20.185m__p002,DJI_DateTime_2024_06_04_09_24_0177_lat_10.3013684_lon_105.2724650_alt_20.185m,0,480,640,480,46786,0
DJI_DateTime_2024_06_04_09_24_0177_lat_10.3013684_lon_105.2724650_alt_20.185m,train,DJI_DateTime_2024_06_04_09_24_0177_lat_10.3013684_lon_105.2724650_alt_20.185m__p003,DJI_DateTime_2024_06_04_09_24_0177_lat_10.3013684_lon_105.2724650_alt_20.185m,640,480,640,480,27314,0
DJI_DateTime_2024_06_04_09_24_0178_lat_10.3013215_lon_105.2724959_alt_20.194m,train,DJI_DateTime_2024_06_04_09_24_0178_lat_10.3013215_lon_105.2724959_alt_20.194m__p000,DJI_DateTime_2024_06_04_09_24_0178_lat_10.3013215_lon_105.2724959_alt_20.194m,0,0,640,480,29826,0
DJI_DateTime_2024_06_04_09_24_0178_lat_10.3013215_lon_105.2724959_alt_20.194m,train,DJI_DateTime_2024_06_04_09_24_0178_lat_10.3013215_lon_105.2724959_alt_20.194m__p001,DJI_DateTime_2024_06_04_09_24_0178_lat_10.3013215_lon_105.2724959_alt_20.194m,640,0,640,480,26380,0
DJI_DateTime_2024_06_04_09_24_0178_lat_10.3013215_lon_105.2724959_alt_20.194m,train,DJI_DateTime_2024_06_04_09_24_0178_lat_10.3013215_lon_105.2724959_alt_20.194m__p002,DJI_DateTime_2024_06_04_09_24_0178_lat_10.3013215_lon_105.2724959_alt_20.194m,0,480,640,480,44998,0
DJI_DateTime_2024_06_04_09_24_0178_lat_10.3013215_lon_105.2724959_alt_20.194m,train,DJI_DateTime_2024_06_04_09_24_0178_lat_10.3013215_lon_105.2724959_alt_20.194m__p003,DJI_DateTime_2024_06_04_09_24_0178_lat_10.3013215_lon_105.2724959_alt_20.194m,640,480,640,480,49487,0
DJI_DateTime_2024_06_04_09_24_0179_lat_10.3012734_lon_105.2725273_alt_20.228m,train,DJI_DateTime_2024_06_04_09_24_0179_lat_10.3012734_lon_105.2725273_alt_20.228m__p000,DJI_DateTime_2024_06_04_09_24_0179_lat_10.3012734_lon_105.2725273_alt_20.228m,0,0,640,480,37171,0
DJI_DateTime_2024_06_04_09_24_0179_lat_10.3012734_lon_105.2725273_alt_20.228m,train,DJI_DateTime_2024_06_04_09_24_0179_lat_10.3012734_lon_105.2725273_alt_20.228m__p001,DJI_DateTime_2024_06_04_09_24_0179_lat_10.3012734_lon_105.2725273_alt_20.228m,640,0,640,480,38486,0
DJI_DateTime_2024_06_04_09_24_0179_lat_10.3012734_lon_105.2725273_alt_20.228m,train,DJI_DateTime_2024_06_04_09_24_0179_lat_10.3012734_lon_105.2725273_alt_20.228m__p002,DJI_DateTime_2024_06_04_09_24_0179_lat_10.3012734_lon_105.2725273_alt_20.228m,0,480,640,480,50537,0
DJI_DateTime_2024_06_04_09_24_0179_lat_10.3012734_lon_105.2725273_alt_20.228m,train,DJI_DateTime_2024_06_04_09_24_0179_lat_10.3012734_lon_105.2725273_alt_20.228m__p003,DJI_DateTime_2024_06_04_09_24_0179_lat_10.3012734_lon_105.2725273_alt_20.228m,640,480,640,480,15570,0
DJI_DateTime_2024_06_04_09_24_0180_lat_10.3012258_lon_105.2725595_alt_20.219m,train,DJI_DateTime_2024_06_04_09_24_0180_lat_10.3012258_lon_105.2725595_alt_20.219m__p000,DJI_DateTime_2024_06_04_09_24_0180_lat_10.3012258_lon_105.2725595_alt_20.219m,0,0,640,480,23671,0
DJI_DateTime_2024_06_04_09_24_0180_lat_10.3012258_lon_105.2725595_alt_20.219m,train,DJI_DateTime_2024_06_04_09_24_0180_lat_10.3012258_lon_105.2725595_alt_20.219m__p001,DJI_DateTime_2024_06_04_09_24_0180_lat_10.3012258_lon_105.2725595_alt_20.219m,640,0,640,480,70878,0
DJI_DateTime_2024_06_04_09_24_0180_lat_10.3012258_lon_105.2725595_alt_20.219m,train,DJI_DateTime_2024_06_04_09_24_0180_lat_10.3012258_lon_105.2725595_alt_20.219m__p002,DJI_DateTime_2024_06_04_09_24_0180_lat_10.3012258_lon_105.2725595_alt_20.219m,0,480,640,480,30606,0
DJI_DateTime_2024_06_04_09_24_0180_lat_10.3012258_lon_105.2725595_alt_20.219m,train,DJI_DateTime_2024_06_04_09_24_0180_lat_10.3012258_lon_105.2725595_alt_20.219m__p003,DJI_DateTime_2024_06_04_09_24_0180_lat_10.3012258_lon_105.2725595_alt_20.219m,640,480,640,480,21918,0
DJI_DateTime_2024_06_04_09_24_0184_lat_10.3012866_lon_105.2726258_alt_20.047m,train,DJI_DateTime_2024_06_04_09_24_0184_lat_10.3012866_lon_105.2726258_alt_20.047m__p001,DJI_DateTime_2024_06_04_09_24_0184_lat_10.3012866_lon_105.2726258_alt_20.047m,640,0,640,480,80680,0
DJI_DateTime_2024_06_04_09_24_0184_lat_10.3012866_lon_105.2726258_alt_20.047m,train,DJI_DateTime_2024_06_04_09_24_0184_lat_10.3012866_lon_105.2726258_alt_20.047m__p002,DJI_DateTime_2024_06_04_09_24_0184_lat_10.3012866_lon_105.2726258_alt_20.047m,0,480,640,480,22509,0
DJI_DateTime_2024_06_04_09_24_0184_lat_10.3012866_lon_105.2726258_alt_20.047m,train,DJI_DateTime_2024_06_04_09_24_0184_lat_10.3012866_lon_105.2726258_alt_20.047m__p003,DJI_DateTime_2024_06_04_09_24_0184_lat_10.3012866_lon_105.2726258_alt_20.047m,640,480,640,480,9803,0
DJI_DateTime_2024_06_04_09_24_0185_lat_10.3013346_lon_105.2725940_alt_20.140m,train,DJI_DateTime_2024_06_04_09_24_0185_lat_10.3013346_lon_105.2725940_alt_20.140m__p000,DJI_DateTime_2024_06_04_09_24_0185_lat_10.3013346_lon_105.2725940_alt_20.140m,0,0,640,480,0,1
DJI_DateTime_2024_06_04_09_24_0185_lat_10.3013346_lon_105.2725940_alt_20.140m,train,DJI_DateTime_2024_06_04_09_24_0185_lat_10.3013346_lon_105.2725940_alt_20.140m__p001,DJI_DateTime_2024_06_04_09_24_0185_lat_10.3013346_lon_105.2725940_alt_20.140m,640,0,640,480,96617,0
DJI_DateTime_2024_06_04_09_24_0185_lat_10.3013346_lon_105.2725940_alt_20.140m,train,DJI_DateTime_2024_06_04_09_24_0185_lat_10.3013346_lon_105.2725940_alt_20.140m__p002,DJI_DateTime_2024_06_04_09_24_0185_lat_10.3013346_lon_105.2725940_alt_20.140m,0,480,640,480,26369,0
DJI_DateTime_2024_06_04_09_24_0185_lat_10.3013346_lon_105.2725940_alt_20.140m,train,DJI_DateTime_2024_06_04_09_24_0185_lat_10.3013346_lon_105.2725940_alt_20.140m__p003,DJI_DateTime_2024_06_04_09_24_0185_lat_10.3013346_lon_105.2725940_alt_20.140m,640,480,640,480,56441,0
DJI_DateTime_2024_06_04_09_24_0186_lat_10.3013824_lon_105.2725620_alt_20.183m,train,DJI_DateTime_2024_06_04_09_24_0186_lat_10.3013824_lon_105.2725620_alt_20.183m__p000,DJI_DateTime_2024_06_04_09_24_0186_lat_10.3013824_lon_105.2725620_alt_20.183m,0,0,640,480,1919,0
DJI_DateTime_2024_06_04_09_24_0186_lat_10.3013824_lon_105.2725620_alt_20.183m,train,DJI_DateTime_2024_06_04_09_24_0186_lat_10.3013824_lon_105.2725620_alt_20.183m__p001,DJI_DateTime_2024_06_04_09_24_0186_lat_10.3013824_lon_105.2725620_alt_20.183m,640,0,640,480,124232,0
DJI_DateTime_2024_06_04_09_24_0186_lat_10.3013824_lon_105.2725620_alt_20.183m,train,DJI_DateTime_2024_06_04_09_24_0186_lat_10.3013824_lon_105.2725620_alt_20.183m__p002,DJI_DateTime_2024_06_04_09_24_0186_lat_10.3013824_lon_105.2725620_alt_20.183m,0,480,640,480,8142,0
DJI_DateTime_2024_06_04_09_24_0186_lat_10.3013824_lon_105.2725620_alt_20.183m,train,DJI_DateTime_2024_06_04_09_24_0186_lat_10.3013824_lon_105.2725620_alt_20.183m__p003,DJI_DateTime_2024_06_04_09_24_0186_lat_10.3013824_lon_105.2725620_alt_20.183m,640,480,640,480,108916,0
DJI_DateTime_2024_06_04_09_24_0187_lat_10.3014308_lon_105.2725307_alt_20.320m,train,DJI_DateTime_2024_06_04_09_24_0187_lat_10.3014308_lon_105.2725307_alt_20.320m__p000,DJI_DateTime_2024_06_04_09_24_0187_lat_10.3014308_lon_105.2725307_alt_20.320m,0,0,640,480,2491,0
DJI_DateTime_2024_06_04_09_24_0187_lat_10.3014308_lon_105.2725307_alt_20.320m,train,DJI_DateTime_2024_06_04_09_24_0187_lat_10.3014308_lon_105.2725307_alt_20.320m__p001,DJI_DateTime_2024_06_04_09_24_0187_lat_10.3014308_lon_105.2725307_alt_20.320m,640,0,640,480,82917,0
DJI_DateTime_2024_06_04_09_24_0187_lat_10.3014308_lon_105.2725307_alt_20.320m,train,DJI_DateTime_2024_06_04_09_24_0187_lat_10.3014308_lon_105.2725307_alt_20.320m__p002,DJI_DateTime_2024_06_04_09_24_0187_lat_10.3014308_lon_105.2725307_alt_20.320m,0,480,640,480,11055,0
DJI_DateTime_2024_06_04_09_24_0187_lat_10.3014308_lon_105.2725307_alt_20.320m,train,DJI_DateTime_2024_06_04_09_24_0187_lat_10.3014308_lon_105.2725307_alt_20.320m__p003,DJI_DateTime_2024_06_04_09_24_0187_lat_10.3014308_lon_105.2725307_alt_20.320m,640,480,640,480,133090,0
DJI_DateTime_2024_06_04_09_24_0188_lat_10.3014779_lon_105.2724987_alt_20.177m,train,DJI_DateTime_2024_06_04_09_24_0188_lat_10.3014779_lon_105.2724987_alt_20.177m__p000,DJI_DateTime_2024_06_04_09_24_0188_lat_10.3014779_lon_105.2724987_alt_20.177m,0,0,640,480,21921,0
DJI_DateTime_2024_06_04_09_24_0188_lat_10.3014779_lon_105.2724987_alt_20.177m,train,DJI_DateTime_2024_06_04_09_24_0188_lat_10.3014779_lon_105.2724987_alt_20.177m__p001,DJI_DateTime_2024_06_04_09_24_0188_lat_10.3014779_lon_105.2724987_alt_20.177m,640,0,640,480,74963,0
DJI_DateTime_2024_06_04_09_24_0188_lat_10.3014779_lon_105.2724987_alt_20.177m,train,DJI_DateTime_2024_06_04_09_24_0188_lat_10.3014779_lon_105.2724987_alt_20.177m__p002,DJI_DateTime_2024_06_04_09_24_0188_lat_10.3014779_lon_105.2724987_alt_20.177m,0,480,640,480,10911,0
DJI_DateTime_2024_06_04_09_24_0188_lat_10.3014779_lon_105.2724987_alt_20.177m,train,DJI_DateTime_2024_06_04_09_24_0188_lat_10.3014779_lon_105.2724987_alt_20.177m__p003,DJI_DateTime_2024_06_04_09_24_0188_lat_10.3014779_lon_105.2724987_alt_20.177m,640,480,640,480,63016,0
DJI_DateTime_2024_06_04_09_24_0189_lat_10.3015258_lon_105.2724678_alt_20.250m,train,DJI_DateTime_2024_06_04_09_24_0189_lat_10.3015258_lon_105.2724678_alt_20.250m__p000,DJI_DateTime_2024_06_04_09_24_0189_lat_10.3015258_lon_105.2724678_alt_20.250m,0,0,640,480,73914,0
DJI_DateTime_2024_06_04_09_24_0189_lat_10.3015258_lon_105.2724678_alt_20.250m,train,DJI_DateTime_2024_06_04_09_24_0189_lat_10.3015258_lon_105.2724678_alt_20.250m__p001,DJI_DateTime_2024_06_04_09_24_0189_lat_10.3015258_lon_105.2724678_alt_20.250m,640,0,640,480,52266,0
DJI_DateTime_2024_06_04_09_24_0189_lat_10.3015258_lon_105.2724678_alt_20.250m,train,DJI_DateTime_2024_06_04_09_24_0189_lat_10.3015258_lon_105.2724678_alt_20.250m__p002,DJI_DateTime_2024_06_04_09_24_0189_lat_10.3015258_lon_105.2724678_alt_20.250m,0,480,640,480,40448,0
DJI_DateTime_2024_06_04_09_24_0189_lat_10.3015258_lon_105.2724678_alt_20.250m,train,DJI_DateTime_2024_06_04_09_24_0189_lat_10.3015258_lon_105.2724678_alt_20.250m__p003,DJI_DateTime_2024_06_04_09_24_0189_lat_10.3015258_lon_105.2724678_alt_20.250m,640,480,640,480,82098,0
DJI_DateTime_2024_06_04_09_24_0190_lat_10.3015732_lon_105.2724356_alt_20.144m,train,DJI_DateTime_2024_06_04_09_24_0190_lat_10.3015732_lon_105.2724356_alt_20.144m__p000,DJI_DateTime_2024_06_04_09_24_0190_lat_10.3015732_lon_105.2724356_alt_20.144m,0,0,640,480,61214,0
DJI_DateTime_2024_06_04_09_24_0190_lat_10.3015732_lon_105.2724356_alt_20.144m,train,DJI_DateTime_2024_06_04_09_24_0190_lat_10.3015732_lon_105.2724356_alt_20.144m__p001,DJI_DateTime_2024_06_04_09_24_0190_lat_10.3015732_lon_105.2724356_alt_20.144m,640,0,640,480,59342,0
DJI_DateTime_2024_06_04_09_24_0190_lat_10.3015732_lon_105.2724356_alt_20.144m,train,DJI_DateTime_2024_06_04_09_24_0190_lat_10.3015732_lon_105.2724356_alt_20.144m__p002,DJI_DateTime_2024_06_04_09_24_0190_lat_10.3015732_lon_105.2724356_alt_20.144m,0,480,640,480,73092,0
DJI_DateTime_2024_06_04_09_24_0190_lat_10.3015732_lon_105.2724356_alt_20.144m,train,DJI_DateTime_2024_06_04_09_24_0190_lat_10.3015732_lon_105.2724356_alt_20.144m__p003,DJI_DateTime_2024_06_04_09_24_0190_lat_10.3015732_lon_105.2724356_alt_20.144m,640,480,640,480,34398,0
DJI_DateTime_2024_06_04_09_25_0191_lat_10.3016221_lon_105.2724034_alt_20.236m,train,DJI_DateTime_2024_06_04_09_25_0191_lat_10.3016221_lon_105.2724034_alt_20.236m__p000,DJI_DateTime_2024_06_04_09_25_0191_lat_10.3016221_lon_105.2724034_alt_20.236m,0,0,640,480,83789,0
DJI_DateTime_2024_06_04_09_25_0191_lat_10.3016221_lon_105.2724034_alt_20.236m,train,DJI_DateTime_2024_06_04_09_25_0191_lat_10.3016221_lon_105.2724034_alt_20.236m__p001,DJI_DateTime_2024_06_04_09_25_0191_lat_10.3016221_lon_105.2724034_alt_20.236m,640,0,640,480,113899,0
DJI_DateTime_2024_06_04_09_25_0191_lat_10.3016221_lon_105.2724034_alt_20.236m,train,DJI_DateTime_2024_06_04_09_25_0191_lat_10.3016221_lon_105.2724034_alt_20.236m__p002,DJI_DateTime_2024_06_04_09_25_0191_lat_10.3016221_lon_105.2724034_alt_20.236m,0,480,640,480,82959,0
DJI_DateTime_2024_06_04_09_25_0191_lat_10.3016221_lon_105.2724034_alt_20.236m,train,DJI_DateTime_2024_06_04_09_25_0191_lat_10.3016221_lon_105.2724034_alt_20.236m__p003,DJI_DateTime_2024_06_04_09_25_0191_lat_10.3016221_lon_105.2724034_alt_20.236m,640,480,640,480,35885,0
DJI_DateTime_2024_06_04_09_25_0192_lat_10.3016683_lon_105.2723725_alt_20.226m,train,DJI_DateTime_2024_06_04_09_25_0192_lat_10.3016683_lon_105.2723725_alt_20.226m__p000,DJI_DateTime_2024_06_04_09_25_0192_lat_10.3016683_lon_105.2723725_alt_20.226m,0,0,640,480,62692,0
DJI_DateTime_2024_06_04_09_25_0192_lat_10.3016683_lon_105.2723725_alt_20.226m,train,DJI_DateTime_2024_06_04_09_25_0192_lat_10.3016683_lon_105.2723725_alt_20.226m__p001,DJI_DateTime_2024_06_04_09_25_0192_lat_10.3016683_lon_105.2723725_alt_20.226m,640,0,640,480,90575,0
DJI_DateTime_2024_06_04_09_25_0192_lat_10.3016683_lon_105.2723725_alt_20.226m,train,DJI_DateTime_2024_06_04_09_25_0192_lat_10.3016683_lon_105.2723725_alt_20.226m__p002,DJI_DateTime_2024_06_04_09_25_0192_lat_10.3016683_lon_105.2723725_alt_20.226m,0,480,640,480,49997,0
DJI_DateTime_2024_06_04_09_25_0192_lat_10.3016683_lon_105.2723725_alt_20.226m,train,DJI_DateTime_2024_06_04_09_25_0192_lat_10.3016683_lon_105.2723725_alt_20.226m__p003,DJI_DateTime_2024_06_04_09_25_0192_lat_10.3016683_lon_105.2723725_alt_20.226m,640,480,640,480,76528,0
DJI_DateTime_2024_06_04_09_25_0193_lat_10.3017165_lon_105.2723406_alt_20.212m,train,DJI_DateTime_2024_06_04_09_25_0193_lat_10.3017165_lon_105.2723406_alt_20.212m__p000,DJI_DateTime_2024_06_04_09_25_0193_lat_10.3017165_lon_105.2723406_alt_20.212m,0,0,640,480,122782,0
DJI_DateTime_2024_06_04_09_25_0193_lat_10.3017165_lon_105.2723406_alt_20.212m,train,DJI_DateTime_2024_06_04_09_25_0193_lat_10.3017165_lon_105.2723406_alt_20.212m__p001,DJI_DateTime_2024_06_04_09_25_0193_lat_10.3017165_lon_105.2723406_alt_20.212m,640,0,640,480,40511,0
DJI_DateTime_2024_06_04_09_25_0193_lat_10.3017165_lon_105.2723406_alt_20.212m,train,DJI_DateTime_2024_06_04_09_25_0193_lat_10.3017165_lon_105.2723406_alt_20.212m__p002,DJI_DateTime_2024_06_04_09_25_0193_lat_10.3017165_lon_105.2723406_alt_20.212m,0,480,640,480,105024,0
DJI_DateTime_2024_06_04_09_25_0193_lat_10.3017165_lon_105.2723406_alt_20.212m,train,DJI_DateTime_2024_06_04_09_25_0193_lat_10.3017165_lon_105.2723406_alt_20.212m__p003,DJI_DateTime_2024_06_04_09_25_0193_lat_10.3017165_lon_105.2723406_alt_20.212m,640,480,640,480,109521,0
DJI_DateTime_2024_06_04_09_25_0194_lat_10.3017640_lon_105.2723092_alt_20.187m,train,DJI_DateTime_2024_06_04_09_25_0194_lat_10.3017640_lon_105.2723092_alt_20.187m__p000,DJI_DateTime_2024_06_04_09_25_0194_lat_10.3017640_lon_105.2723092_alt_20.187m,0,0,640,480,128899,0
DJI_DateTime_2024_06_04_09_25_0194_lat_10.3017640_lon_105.2723092_alt_20.187m,train,DJI_DateTime_2024_06_04_09_25_0194_lat_10.3017640_lon_105.2723092_alt_20.187m__p001,DJI_DateTime_2024_06_04_09_25_0194_lat_10.3017640_lon_105.2723092_alt_20.187m,640,0,640,480,13455,0
DJI_DateTime_2024_06_04_09_25_0194_lat_10.3017640_lon_105.2723092_alt_20.187m,train,DJI_DateTime_2024_06_04_09_25_0194_lat_10.3017640_lon_105.2723092_alt_20.187m__p002,DJI_DateTime_2024_06_04_09_25_0194_lat_10.3017640_lon_105.2723092_alt_20.187m,0,480,640,480,137024,0
DJI_DateTime_2024_06_04_09_25_0194_lat_10.3017640_lon_105.2723092_alt_20.187m,train,DJI_DateTime_2024_06_04_09_25_0194_lat_10.3017640_lon_105.2723092_alt_20.187m__p003,DJI_DateTime_2024_06_04_09_25_0194_lat_10.3017640_lon_105.2723092_alt_20.187m,640,480,640,480,49210,0
DJI_DateTime_2024_06_04_09_25_0195_lat_10.3018121_lon_105.2722776_alt_20.315m,train,DJI_DateTime_2024_06_04_09_25_0195_lat_10.3018121_lon_105.2722776_alt_20.315m__p000,DJI_DateTime_2024_06_04_09_25_0195_lat_10.3018121_lon_105.2722776_alt_20.315m,0,0,640,480,185561,0
DJI_DateTime_2024_06_04_09_25_0195_lat_10.3018121_lon_105.2722776_alt_20.315m,train,DJI_DateTime_2024_06_04_09_25_0195_lat_10.3018121_lon_105.2722776_alt_20.315m__p002,DJI_DateTime_2024_06_04_09_25_0195_lat_10.3018121_lon_105.2722776_alt_20.315m,0,480,640,480,135015,0
DJI_DateTime_2024_06_04_09_25_0195_lat_10.3018121_lon_105.2722776_alt_20.315m,train,DJI_DateTime_2024_06_04_09_25_0195_lat_10.3018121_lon_105.2722776_alt_20.315m__p003,DJI_DateTime_2024_06_04_09_25_0195_lat_10.3018121_lon_105.2722776_alt_20.315m,640,480,640,480,15361,0
DJI_DateTime_2024_06_04_09_25_0196_lat_10.3018593_lon_105.2722463_alt_20.195m,train,DJI_DateTime_2024_06_04_09_25_0196_lat_10.3018593_lon_105.2722463_alt_20.195m__p000,DJI_DateTime_2024_06_04_09_25_0196_lat_10.3018593_lon_105.2722463_alt_20.195m,0,0,640,480,66148,0
DJI_DateTime_2024_06_04_09_25_0196_lat_10.3018593_lon_105.2722463_alt_20.195m,train,DJI_DateTime_2024_06_04_09_25_0196_lat_10.3018593_lon_105.2722463_alt_20.195m__p002,DJI_DateTime_2024_06_04_09_25_0196_lat_10.3018593_lon_105.2722463_alt_20.195m,0,480,640,480,190593,0
DJI_DateTime_2024_06_04_09_25_0197_lat_10.3019069_lon_105.2722148_alt_20.287m,train,DJI_DateTime_2024_06_04_09_25_0197_lat_10.3019069_lon_105.2722148_alt_20.287m__p000,DJI_DateTime_2024_06_04_09_25_0197_lat_10.3019069_lon_105.2722148_alt_20.287m,0,0,640,480,24656,0
DJI_DateTime_2024_06_04_09_25_0197_lat_10.3019069_lon_105.2722148_alt_20.287m,train,DJI_DateTime_2024_06_04_09_25_0197_lat_10.3019069_lon_105.2722148_alt_20.287m__p002,DJI_DateTime_2024_06_04_09_25_0197_lat_10.3019069_lon_105.2722148_alt_20.287m,0,480,640,480,101384,0
DJI_DateTime_2024_06_04_09_25_0198_lat_10.3019546_lon_105.2721829_alt_20.210m,train,DJI_DateTime_2024_06_04_09_25_0198_lat_10.3019546_lon_105.2721829_alt_20.210m__p001,DJI_DateTime_2024_06_04_09_25_0198_lat_10.3019546_lon_105.2721829_alt_20.210m,640,0,640,480,0,1
DJI_DateTime_2024_06_04_09_25_0198_lat_10.3019546_lon_105.2721829_alt_20.210m,train,DJI_DateTime_2024_06_04_09_25_0198_lat_10.3019546_lon_105.2721829_alt_20.210m__p002,DJI_DateTime_2024_06_04_09_25_0198_lat_10.3019546_lon_105.2721829_alt_20.210m,0,480,640,480,29488,0
DJI_DateTime_2024_06_04_09_25_0199_lat_10.3020021_lon_105.2721516_alt_20.218m,train,DJI_DateTime_2024_06_04_09_25_0199_lat_10.3020021_lon_105.2721516_alt_20.218m__p000,DJI_DateTime_2024_06_04_09_25_0199_lat_10.3020021_lon_105.2721516_alt_20.218m,0,0,640,480,0,1
DJI_DateTime_2024_06_04_09_25_0199_lat_10.3020021_lon_105.2721516_alt_20.218m,train,DJI_DateTime_2024_06_04_09_25_0199_lat_10.3020021_lon_105.2721516_alt_20.218m__p002,DJI_DateTime_2024_06_04_09_25_0199_lat_10.3020021_lon_105.2721516_alt_20.218m,0,480,640,480,5434,0
DJI_DateTime_2024_06_04_09_25_0199_lat_10.3020021_lon_105.2721516_alt_20.218m,train,DJI_DateTime_2024_06_04_09_25_0199_lat_10.3020021_lon_105.2721516_alt_20.218m__p003,DJI_DateTime_2024_06_04_09_25_0199_lat_10.3020021_lon_105.2721516_alt_20.218m,640,480,640,480,0,1
DJI_DateTime_2024_06_04_09_26_0209_lat_10.3024781_lon_105.2718372_alt_20.132m,train,DJI_DateTime_2024_06_04_09_26_0209_lat_10.3024781_lon_105.2718372_alt_20.132m__p001,DJI_DateTime_2024_06_04_09_26_0209_lat_10.3024781_lon_105.2718372_alt_20.132m,640,0,640,480,13352,0
DJI_DateTime_2024_06_04_09_26_0210_lat_10.3025261_lon_105.2718057_alt_20.389m,train,DJI_DateTime_2024_06_04_09_26_0210_lat_10.3025261_lon_105.2718057_alt_20.389m__p001,DJI_DateTime_2024_06_04_09_26_0210_lat_10.3025261_lon_105.2718057_alt_20.389m,640,0,640,480,43217,0
DJI_DateTime_2024_06_04_09_26_0210_lat_10.3025261_lon_105.2718057_alt_20.389m,train,DJI_DateTime_2024_06_04_09_26_0210_lat_10.3025261_lon_105.2718057_alt_20.389m__p003,DJI_DateTime_2024_06_04_09_26_0210_lat_10.3025261_lon_105.2718057_alt_20.389m,640,480,640,480,10760,0
DJI_DateTime_2024_06_04_09_26_0211_lat_10.3025769_lon_105.2717793_alt_20.287m,train,DJI_DateTime_2024_06_04_09_26_0211_lat_10.3025769_lon_105.2717793_alt_20.287m__p000,DJI_DateTime_2024_06_04_09_26_0211_lat_10.3025769_lon_105.2717793_alt_20.287m,0,0,640,480,20572,0
DJI_DateTime_2024_06_04_09_26_0211_lat_10.3025769_lon_105.2717793_alt_20.287m,train,DJI_DateTime_2024_06_04_09_26_0211_lat_10.3025769_lon_105.2717793_alt_20.287m__p001,DJI_DateTime_2024_06_04_09_26_0211_lat_10.3025769_lon_105.2717793_alt_20.287m,640,0,640,480,77632,0
DJI_DateTime_2024_06_04_09_26_0211_lat_10.3025769_lon_105.2717793_alt_20.287m,train,DJI_DateTime_2024_06_04_09_26_0211_lat_10.3025769_lon_105.2717793_alt_20.287m__p002,DJI_DateTime_2024_06_04_09_26_0211_lat_10.3025769_lon_105.2717793_alt_20.287m,0,480,640,480,320,0
DJI_DateTime_2024_06_04_09_26_0211_lat_10.3025769_lon_105.2717793_alt_20.287m,train,DJI_DateTime_2024_06_04_09_26_0211_lat_10.3025769_lon_105.2717793_alt_20.287m__p003,DJI_DateTime_2024_06_04_09_26_0211_lat_10.3025769_lon_105.2717793_alt_20.287m,640,480,640,480,20689,0
DJI_DateTime_2024_06_04_09_26_0212_lat_10.3026284_lon_105.2718096_alt_20.211m,train,DJI_DateTime_2024_06_04_09_26_0212_lat_10.3026284_lon_105.2718096_alt_20.211m__p000,DJI_DateTime_2024_06_04_09_26_0212_lat_10.3026284_lon_105.2718096_alt_20.211m,0,0,640,480,32820,0
DJI_DateTime_2024_06_04_09_26_0212_lat_10.3026284_lon_105.2718096_alt_20.211m,train,DJI_DateTime_2024_06_04_09_26_0212_lat_10.3026284_lon_105.2718096_alt_20.211m__p001,DJI_DateTime_2024_06_04_09_26_0212_lat_10.3026284_lon_105.2718096_alt_20.211m,640,0,640,480,80960,0
DJI_DateTime_2024_06_04_09_26_0212_lat_10.3026284_lon_105.2718096_alt_20.211m,train,DJI_DateTime_2024_06_04_09_26_0212_lat_10.3026284_lon_105.2718096_alt_20.211m__p002,DJI_DateTime_2024_06_04_09_26_0212_lat_10.3026284_lon_105.2718096_alt_20.211m,0,480,640,480,6222,0
